"","Number_of_mu_Land_Cultivated_lastyear","Total_Income_From_Crops_lastyear","Value_of_Crops_Consumed_lastyear","Yuan_Spent_Raising_Crops_lastyear","Year","HHid","Province","UR","Total_Value_From_Crops_lastyear","CI","time","ratio","logmu","logratio","Y"
"191",4,4000,2000,1000,7,212203101,"Liaoning","Rural",6000,"Coastal",4,249.376558603491,1.41098697371026,5.51936495728465,8.69953141473797
"192",40,20000,500,1500,5,212203123,"Liaoning","Rural",20500,"Coastal",3,37.4906273431642,3.69137633431252,3.62675474653404,9.92818504316338
"193",70,45000,1000,9500,7,212203123,"Liaoning","Rural",46000,"Coastal",4,135.694900728467,4.24992279404054,4.91114566455557,10.7363988493819
"194",7,1200,1500,700,11,212203123,"Liaoning","Rural",2700,"Coastal",5,99.8573466476462,1.96009478404727,4.60474356147326,7.9010440883436
"195",4,1500,1500,500,0,212204004,"Liaoning","Rural",3000,"Coastal",1,124.688279301746,1.41098697371026,4.82661853567356,8.00640090042804
"196",4,2500,2500,600,5,212204004,"Liaoning","Rural",5000,"Coastal",3,149.625935162095,1.41098697371026,5.00880652399574,8.51721319121624
"197",3,3000,1000,860,7,212204004,"Liaoning","Rural",4000,"Coastal",4,285.714285714286,1.1314021114911,5.65534224925106,8.29407463978953
"198",4,2300,1100,450,11,212204004,"Liaoning","Rural",3400,"Coastal",5,112.219451371571,1.41098697371026,4.72134705575321,8.13156012193644
"199",3,1000,2000,1500,2,212204005,"Liaoning","Rural",3000,"Coastal",2,498.338870431894,1.1314021114911,6.21148095486532,8.00640090042804
"200",1,800,800,200,5,212204005,"Liaoning","Rural",1600,"Coastal",3,198.019801980198,0.0953101798043249,5.28887190822528,7.37782140627483
"201",4,5000,1500,700,11,212204005,"Liaoning","Rural",6500,"Coastal",5,174.563591022444,1.41098697371026,5.16286178684777,8.77957284038077
"202",5,2000,2000,400,0,212204008,"Liaoning","Rural",4000,"Coastal",1,79.8403193612775,1.62924053973028,4.38128034828742,8.29407463978953
"203",4,0,1500,500,2,212204008,"Liaoning","Rural",1500,"Coastal",2,124.688279301746,1.41098697371026,4.82661853567356,7.31328705153484
"204",4,600,1000,700,5,212204008,"Liaoning","Rural",1600,"Coastal",3,174.563591022444,1.41098697371026,5.16286178684777,7.37782140627483
"205",4,2000,1000,1100,7,212204008,"Liaoning","Rural",3000,"Coastal",4,274.31421446384,1.41098697371026,5.61463869649198,8.00640090042804
"206",3,3000,1000,1000,11,212204008,"Liaoning","Rural",4000,"Coastal",5,332.225913621262,1.1314021114911,5.80611615492994,8.29407463978953
"207",4,2700,600,600,0,212204010,"Liaoning","Rural",3300,"Coastal",1,149.625935162095,1.41098697371026,5.00880652399574,8.10170805002575
"208",3,0,3000,400,2,212204010,"Liaoning","Rural",3000,"Coastal",2,132.890365448505,1.1314021114911,4.89027668536103,8.00640090042804
"209",2,1500,1500,400,5,212204010,"Liaoning","Rural",3000,"Coastal",3,199.004975124378,0.741937344729377,5.29383219882615,8.00640090042804
"210",2,2000,800,300,7,212204010,"Liaoning","Rural",2800,"Coastal",4,149.253731343284,0.741937344729377,5.00631752823542,7.93741040981127
"211",2,2600,1000,240,0,212204011,"Liaoning","Rural",3600,"Coastal",1,119.402985074627,0.741937344729377,4.78334135076357,8.18871690183618
"212",4,0,2500,300,2,212204011,"Liaoning","Rural",2500,"Coastal",2,74.8129675810474,1.41098697371026,4.31632700746077,7.82408601005631
"213",4,4000,3000,800,5,212204011,"Liaoning","Rural",7000,"Coastal",3,199.501246882793,1.41098697371026,5.29632161076563,8.8536797136497
"214",4,4000,1200,860,7,212204011,"Liaoning","Rural",5200,"Coastal",4,214.463840399002,1.41098697371026,5.36860731832454,8.55643313515384
"215",3,4000,500,1000,11,212204011,"Liaoning","Rural",4500,"Coastal",5,332.225913621262,1.1314021114911,5.80611615492994,8.41185489773372
"216",2,1200,300,400,0,212204017,"Liaoning","Rural",1500,"Coastal",1,199.004975124378,0.741937344729377,5.29383219882615,7.31328705153484
"217",2,500,1000,300,2,212204017,"Liaoning","Rural",1500,"Coastal",2,149.253731343284,0.741937344729377,5.00631752823542,7.31328705153484
"218",4,1600,2000,900,5,212204017,"Liaoning","Rural",3600,"Coastal",3,224.438902743142,1.41098697371026,5.41404897833099,8.18871690183618
"219",3,2000,1000,800,7,212204017,"Liaoning","Rural",3000,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.00640090042804
"220",3,1600,500,390,0,212204018,"Liaoning","Rural",2100,"Coastal",1,129.568106312292,1.1314021114911,4.8649781575542,7.64974024162538
"221",3,2000,1000,800,5,212204018,"Liaoning","Rural",3000,"Coastal",3,265.78073089701,1.1314021114911,5.58304782814286,8.00640090042804
"222",3,3000,1000,800,7,212204018,"Liaoning","Rural",4000,"Coastal",4,265.78073089701,1.1314021114911,5.58304782814286,8.29407463978953
"223",3,3000,2000,800,5,212204020,"Liaoning","Rural",5000,"Coastal",3,265.78073089701,1.1314021114911,5.58304782814286,8.51721319121624
"224",3,3000,2000,1000,7,212204020,"Liaoning","Rural",5000,"Coastal",4,332.225913621262,1.1314021114911,5.80611615492994,8.51721319121624
"225",3,2000,800,500,11,212204020,"Liaoning","Rural",2800,"Coastal",5,166.112956810631,1.1314021114911,5.1132698385321,7.93741040981127
"226",3,0,2000,400,2,212204065,"Liaoning","Rural",2000,"Coastal",2,132.890365448505,1.1314021114911,4.89027668536103,7.60095245829212
"227",3,1000,1500,300,7,212204065,"Liaoning","Rural",2500,"Coastal",4,99.6677740863787,1.1314021114911,4.60284522622629,7.82408601005631
"228",0.5,0,1000,300,11,212204065,"Liaoning","Rural",1000,"Coastal",5,588.235294117647,-0.510825623765991,6.3772970134716,6.90785527398247
"229",2,1200,600,140,0,212204066,"Liaoning","Rural",1800,"Coastal",1,69.6517412935323,0.741937344729377,4.24494238517169,7.49559749789666
"230",1,0,1200,600,2,212204066,"Liaoning","Rural",1200,"Coastal",2,594.059405940594,0.0953101798043249,6.38714764352985,7.0901601656374
"231",3,1500,1000,500,7,212204066,"Liaoning","Rural",2500,"Coastal",4,166.112956810631,1.1314021114911,5.1132698385321,7.82408601005631
"232",4,5000,1000,500,11,212204066,"Liaoning","Rural",6000,"Coastal",5,124.688279301746,1.41098697371026,4.82661853567356,8.69953141473797
"233",2,0,600,400,2,212204068,"Liaoning","Rural",600,"Coastal",2,199.004975124378,0.741937344729377,5.29383219882615,6.39709630799547
"234",2,2000,400,0,7,212204068,"Liaoning","Rural",2400,"Coastal",4,0,0.741937344729377,-2.30258509299405,7.78326568213467
"235",1,0,2000,500,11,212204068,"Liaoning","Rural",2000,"Coastal",5,495.049504950495,0.0953101798043249,6.20485974716977,7.60095245829212
"236",14,3000,2000,2000,0,212302001,"Liaoning","Rural",5000,"Coastal",1,142.755174875089,2.64617479738412,4.96183135395756,8.51721319121624
"237",8,7000,2000,1500,2,212302001,"Liaoning","Rural",9000,"Coastal",2,187.265917602996,2.09186406167839,5.23306348348277,9.10499096736774
"238",4,3500,680,3000,5,212302001,"Liaoning","Rural",4180,"Coastal",3,748.129675810474,1.41098697371026,6.61770998406584,8.33809044867762
"239",20,20000,2400,8000,7,212302001,"Liaoning","Rural",22400,"Coastal",4,399.800099950025,3.00071981506503,5.99121476579029,10.0168207021189
"240",20,30000,3000,6000,11,212302001,"Liaoning","Rural",33000,"Coastal",5,299.850074962519,3.00071981506503,5.70361604401579,10.4042658707471
"241",8,5000,1200,260,0,212302003,"Liaoning","Rural",6200,"Coastal",1,32.4594257178527,2.09186406167839,3.48306690332071,8.73232069993537
"242",20,15000,600,4000,2,212302003,"Liaoning","Rural",15600,"Coastal",2,199.900049975012,3.00071981506503,5.29831761642307,9.65503260347349
"243",15,10000,500,4000,5,212302003,"Liaoning","Rural",10500,"Coastal",3,266.489007328448,2.71469474382088,5.58570817406798,9.25914005990979
"244",40,26000,1400,7000,7,212302003,"Liaoning","Rural",27400,"Coastal",4,174.956260934766,3.69137633431252,5.16510741331215,10.2183019420045
"245",12,6000,1000,1000,0,212302006,"Liaoning","Rural",7000,"Coastal",1,83.2639467110741,2.4932054526027,4.42321592226667,8.8536797136497
"246",12,8000,1000,1000,2,212302006,"Liaoning","Rural",9000,"Coastal",2,83.2639467110741,2.4932054526027,4.42321592226667,9.10499096736774
"247",12,8000,1500,1200,5,212302006,"Liaoning","Rural",9500,"Coastal",3,99.9167360532889,2.4932054526027,4.60533753251777,9.15905760384902
"248",10,7000,720,3000,7,212302006,"Liaoning","Rural",7720,"Coastal",4,299.7002997003,2.31253542384721,5.70311658533544,8.9515825963028
"249",14,17000,4000,5000,11,212302006,"Liaoning","Rural",21000,"Coastal",5,356.887937187723,2.64617479738412,5.87770199181863,9.95228247859898
"250",30,15000,1200,4500,0,212302007,"Liaoning","Rural",16200,"Coastal",1,149.950016661113,3.40452517175483,5.01096868292344,9.69277269404093
"251",42,30000,500,5000,2,212302007,"Liaoning","Rural",30500,"Coastal",2,119.019281123542,3.74004774068834,4.78012535346451,10.3254852412787
"252",50,40000,700,1000,5,212302007,"Liaoning","Rural",40700,"Coastal",3,19.99600079984,3.91402100809082,3.00052083008674,10.6139858284301
"253",45,48000,1000,9800,7,212302007,"Liaoning","Rural",49000,"Coastal",4,217.729393468118,3.80888224650863,5.38371215762871,10.799577617907
"254",50,80000,1500,10000,11,212302007,"Liaoning","Rural",81500,"Coastal",5,199.9600079984,3.91402100809082,5.29861736153704,11.3083595262221
"255",13,5000,2000,2000,0,212302008,"Liaoning","Rural",7000,"Coastal",1,153.727901614143,2.57261223020711,5.03583445553425,8.8536797136497
"256",10,7000,1500,500,2,212302008,"Liaoning","Rural",8500,"Coastal",2,49.95004995005,2.31253542384721,3.91302350376373,9.04783320711509
"257",15,8000,200,2600,5,212302008,"Liaoning","Rural",8200,"Coastal",3,173.217854763491,2.71469474382088,5.15512721947853,9.01190162829994
"258",15,8000,600,2000,7,212302008,"Liaoning","Rural",8600,"Coastal",4,133.244503664224,2.71469474382088,4.89293603241241,9.05952911008097
"259",10,10000,2000,4000,11,212302008,"Liaoning","Rural",12000,"Coastal",5,399.6003996004,2.31253542384721,5.99071526546759,9.39267026206875
"260",18,5000,300,800,0,212302009,"Liaoning","Rural",5300,"Coastal",1,44.4197667962243,2.89591193827178,3.79593328821358,8.57548096728674
"261",10,8000,850,1500,2,212302009,"Liaoning","Rural",8850,"Coastal",2,149.85014985015,2.31253542384721,5.01030290452863,9.08818403737317
"262",11,10000,0,3000,5,212302009,"Liaoning","Rural",10000,"Coastal",3,272.479564032698,2.40694510831829,5.60793054958763,9.21035037192618
"263",10,8000,400,1000,7,212302009,"Liaoning","Rural",8400,"Coastal",4,99.9000999000999,2.31253542384721,4.60517118498859,9.03599888952245
"264",12,2400,2800,1200,0,212302010,"Liaoning","Rural",5200,"Coastal",1,99.9167360532889,2.4932054526027,4.60533753251777,8.55643313515384
"265",10,6500,900,750,2,212302010,"Liaoning","Rural",7400,"Coastal",2,74.9250749250749,2.31253542384721,4.31782238999404,8.90924879261447
"266",6,0,4000,1300,5,212302010,"Liaoning","Rural",4000,"Coastal",3,216.30615640599,1.80828877117927,5.37715699576354,8.29407463978953
"267",6,7000,1000,900,7,212302010,"Liaoning","Rural",8000,"Coastal",4,149.750415973378,1.80828877117927,5.0096375696906,8.98720932058385
"268",20,20000,1700,7000,2,212302011,"Liaoning","Rural",21700,"Coastal",2,349.825087456272,3.00071981506503,5.8577190957353,9.98507214781286
"269",20,14000,3200,6000,5,212302011,"Liaoning","Rural",17200,"Coastal",3,299.850074962519,3.00071981506503,5.70361604401579,9.75267047673813
"270",18,20000,2500,6000,7,212302011,"Liaoning","Rural",22500,"Coastal",4,333.148250971682,2.89591193827178,5.80888771064799,10.0212750326271
"271",5,30000,2000,1000,11,212302011,"Liaoning","Rural",32000,"Coastal",5,199.600798403194,1.62924053973028,5.29682023842676,10.373494306777
"272",5,3000,1000,1000,2,212302012,"Liaoning","Rural",4000,"Coastal",2,199.600798403194,1.62924053973028,5.29682023842676,8.29407463978953
"273",10,9000,7000,2500,5,212302012,"Liaoning","Rural",16000,"Coastal",3,249.75024975025,2.31253542384721,5.52086173739047,9.68035025120239
"274",10,18000,300,1500,7,212302012,"Liaoning","Rural",18300,"Coastal",4,149.85014985015,2.31253542384721,5.01030290452863,9.81466180329546
"275",10,4000,1000,2000,2,212302015,"Liaoning","Rural",5000,"Coastal",2,199.8001998002,2.31253542384721,5.2978182410066,8.51721319121624
"276",9,9000,600,4100,5,212302015,"Liaoning","Rural",9600,"Coastal",3,455.049944506104,2.2082744135228,6.12062691302688,9.16952879406834
"277",6,6000,600,1500,7,212302015,"Liaoning","Rural",6600,"Coastal",4,249.584026622296,1.80828877117927,5.5201962249644,8.79484007941489
"278",12,2000,1500,400,0,212302020,"Liaoning","Rural",3500,"Coastal",1,33.3055786844296,2.4932054526027,3.50872291251521,8.16054681849792
"279",15,8000,1000,2000,2,212302020,"Liaoning","Rural",9000,"Coastal",2,133.244503664224,2.71469474382088,4.89293603241241,9.10499096736774
"280",25,17000,2000,9000,5,212302020,"Liaoning","Rural",19000,"Coastal",3,359.856057576969,3.22286784613774,5.88598196171375,9.85219952129262
"281",20,17000,1200,6000,7,212302020,"Liaoning","Rural",18200,"Coastal",4,299.850074962519,3.00071981506503,5.70361604401579,9.80918236755529
"282",35,60000,1000,8000,11,212302020,"Liaoning","Rural",61000,"Coastal",5,228.506141102542,3.55820113047182,5.43200061496551,11.0186307824984
"283",22,9000,3000,4000,0,212302061,"Liaoning","Rural",12000,"Coastal",1,181.735574738755,3.09557760852371,5.20310284323164,9.39267026206875
"284",20,10000,700,4000,2,212302061,"Liaoning","Rural",10700,"Coastal",2,199.900049975012,3.00071981506503,5.29831761642307,9.27800836620072
"285",20,10000,600,4000,5,212302061,"Liaoning","Rural",10600,"Coastal",3,199.900049975012,3.00071981506503,5.29831761642307,9.26861871401792
"286",20,22000,1000,6000,7,212302061,"Liaoning","Rural",23000,"Coastal",4,299.850074962519,3.00071981506503,5.70361604401579,10.0432538427279
"287",12,5000,3000,2000,0,212302081,"Liaoning","Rural",8000,"Coastal",1,166.527893422148,2.4932054526027,5.11576314322221,8.98720932058385
"288",14,7000,2000,500,2,212302081,"Liaoning","Rural",9000,"Coastal",2,35.6887937187723,2.64617479738412,3.57763481978892,9.10499096736774
"289",15,8000,850,3500,5,212302081,"Liaoning","Rural",8850,"Coastal",3,233.177881412392,2.71469474382088,5.45223036704205,9.08818403737317
"290",15,8000,1100,300,7,212302081,"Liaoning","Rural",9100,"Coastal",4,19.9866755496336,2.71469474382088,3.00005668726595,9.11604068145555
"291",15,15000,5000,3000,5,212302121,"Liaoning","Rural",20000,"Coastal",3,199.866755496336,2.71469474382088,5.29815113021322,9.90349255252363
"292",20,18000,800,6500,7,212302121,"Liaoning","Rural",18800,"Coastal",4,324.837581209395,3.00071981506503,5.78363310606703,9.84161746795283
"293",6,20000,2000,1000,11,212302121,"Liaoning","Rural",22000,"Coastal",5,166.389351081531,1.80828877117927,5.11493134990685,9.99880227778467
"294",4,900,100,150,0,212303001,"Liaoning","Rural",1000,"Coastal",1,37.4064837905237,1.41098697371026,3.62451381911133,6.90785527398247
"295",4,4000,600,500,2,212303001,"Liaoning","Rural",4600,"Coastal",2,124.688279301746,1.41098697371026,4.82661853567356,8.43383332137133
"296",6,8400,2000,1400,5,212303001,"Liaoning","Rural",10400,"Coastal",3,232.945091514143,1.80828877117927,5.45123196065377,9.24957070046785
"297",3,3500,1600,1600,7,212303001,"Liaoning","Rural",5100,"Coastal",4,531.56146179402,1.1314021114911,6.2760069367738,8.53701542636332
"298",12,7000,1000,2000,0,212303003,"Liaoning","Rural",8000,"Coastal",1,166.527893422148,2.4932054526027,5.11576314322221,8.98720932058385
"299",5,2500,800,550,2,212303003,"Liaoning","Rural",3300,"Coastal",2,109.780439121756,1.62924053973028,4.69939285759474,8.10170805002575
"300",10,15000,1500,2500,5,212303003,"Liaoning","Rural",16500,"Coastal",3,249.75024975025,2.31253542384721,5.52086173739047,9.71112172047637
"301",9,30000,1500,5000,7,212303003,"Liaoning","Rural",31500,"Coastal",4,554.938956714761,2.2082744135228,6.31903830356192,10.3577459994119
"302",8,4000,0,1500,0,212303006,"Liaoning","Rural",4000,"Coastal",1,187.265917602996,2.09186406167839,5.23306348348277,8.29407463978953
"303",8,4500,200,2000,2,212303006,"Liaoning","Rural",4700,"Coastal",2,249.687890137328,2.09186406167839,5.5206121182831,8.45533906406755
"304",10,6000,0,2000,5,212303006,"Liaoning","Rural",6000,"Coastal",3,199.8001998002,2.31253542384721,5.2978182410066,8.69953141473797
"305",10,10000,2000,1500,7,212303006,"Liaoning","Rural",12000,"Coastal",4,149.85014985015,2.31253542384721,5.01030290452863,9.39267026206875
"306",5,12000,2000,5000,11,212303006,"Liaoning","Rural",14000,"Coastal",5,998.003992015968,1.62924053973028,6.90585747129978,9.54681975142903
"307",6,2000,1200,1000,0,212303009,"Liaoning","Rural",3200,"Coastal",1,166.389351081531,1.80828877117927,5.11493134990685,8.07093733829955
"308",2,1200,500,500,2,212303009,"Liaoning","Rural",1700,"Coastal",2,248.756218905473,0.741937344729377,5.51687529557086,7.43844235184368
"309",4,4500,200,3000,5,212303009,"Liaoning","Rural",4700,"Coastal",3,748.129675810474,1.41098697371026,6.61770998406584,8.45533906406755
"310",4,3000,600,1000,7,212303009,"Liaoning","Rural",3600,"Coastal",4,249.376558603491,1.41098697371026,5.51936495728465,8.18871690183618
"311",6,2600,600,260,0,212303015,"Liaoning","Rural",3200,"Coastal",1,43.261231281198,1.80828877117927,3.76956575343481,8.07093733829955
"312",4,1700,700,600,2,212303015,"Liaoning","Rural",2400,"Coastal",2,149.625935162095,1.41098697371026,5.00880652399574,7.78326568213467
"313",3,2000,200,1000,5,212303015,"Liaoning","Rural",2200,"Coastal",3,332.225913621262,1.1314021114911,5.80611615492994,7.69625809285884
"314",4,1000,1500,600,7,212303015,"Liaoning","Rural",2500,"Coastal",4,149.625935162095,1.41098697371026,5.00880652399574,7.82408601005631
"315",4,0,2000,1000,0,212303017,"Liaoning","Rural",2000,"Coastal",1,249.376558603491,1.41098697371026,5.51936495728465,7.60095245829212
"316",5,4000,1000,700,2,212303017,"Liaoning","Rural",5000,"Coastal",2,139.720558882236,1.62924053973028,4.94035987823102,8.51721319121624
"317",5,8000,1000,900,5,212303017,"Liaoning","Rural",9000,"Coastal",3,179.640718562874,1.62924053973028,5.19151536001279,9.10499096736774
"318",6,8000,2000,1800,7,212303017,"Liaoning","Rural",10000,"Coastal",4,299.500831946755,1.80828877117927,5.70245102849754,9.21035037192618
"319",7,5000,500,800,2,212303081,"Liaoning","Rural",5500,"Coastal",2,114.122681883024,1.96009478404727,4.73814989293852,8.61252155287346
"320",2,0,2000,500,5,212303081,"Liaoning","Rural",2000,"Coastal",3,248.756218905473,0.741937344729377,5.51687529557086,7.60095245829212
"321",8,16000,2400,2400,7,212303081,"Liaoning","Rural",18400,"Coastal",4,299.625468164794,2.09186406167839,5.70286694957363,9.82011137836492
"322",3,2000,1500,300,5,212303082,"Liaoning","Rural",3500,"Coastal",3,99.6677740863787,1.1314021114911,4.60284522622629,8.16054681849792
"323",3,2500,600,1100,7,212303082,"Liaoning","Rural",3100,"Coastal",4,365.448504983389,1.1314021114911,5.90139897895771,8.03918964801747
"324",8,1200,800,2000,11,212303082,"Liaoning","Rural",2000,"Coastal",5,249.687890137328,2.09186406167839,5.5206121182831,7.60095245829212
"325",5,3500,9000,1000,2,212304001,"Liaoning","Rural",12500,"Coastal",2,199.600798403194,1.62924053973028,5.29682023842676,9.43349192325839
